MAEASaM ID,Name Value,Name Type,Official division,Level,Discription,Created At,Comment,Country
ADMN_RHVM_000206,Kwimba,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000207,Kyela,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000208,Kyerwa,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000209,Lindi Rural,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000210,Lindi Urban,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000211,Liwale,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000212,Longido,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000213,Ludewa,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000214,Lushoto,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000215,Mafia,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000216,Mafinga Township Authority,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000217,Magharibi,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000218,Magu,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000219,Makambako Township Authority,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000220,Makete,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000221,Manyoni,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000222,Masasi Township Authority,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000223,Masasi,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000224,Maswa,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000225,Mbarali,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000226,Mbeya Rural,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000227,Mbeya Urban,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000228,Mbinga,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000229,Mbogwe,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000230,Mbozi,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000231,Mbulu,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000232,Meatu,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000233,Meru,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000234,Micheweni,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000235,Missenyi,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000236,Misungwi,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000237,Mjini,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000238,Mkalama,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000239,Mkinga,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000240,Mkoani,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000241,Mkuranga,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000242,Mlele,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000243,Momba,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000244,Monduli,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000245,Morogoro Urban,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000246,Morogoro,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000247,Moshi Municipal,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000248,Moshi,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000249,Mpanda Rural,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000250,Mpanda Urban,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000251,Mpwapwa,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000252,Mtwara Rural,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000253,Mtwara Urban,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000254,Mufindi,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000255,Muheza,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000256,Muleba,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000257,Musoma Municipal,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000258,Musoma,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000259,Mvomero,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000260,Mwanga,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000261,Nachingwea,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000262,Namtumbo,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000263,Nanyumbu,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000264,Newala,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000265,Ngara,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000266,Ngorongoro,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000267,Njombe Rural,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000268,Njombe Urban,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000269,Nkasi,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000270,Nyamagana,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000271,Nyang'wale,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000272,Nyasa,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000273,Nzega,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000274,Pangani,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000275,Rombo,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000276,Rorya,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000277,Ruangwa,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000278,Rufiji,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000279,Rungwe,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000280,Same,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000281,Sengerema,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000282,Serengeti,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000283,Shinyanga Rural,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000284,Shinyanga Urban,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000285,Siha,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000286,Sikonge,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000287,Simanjiro,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000288,Singida Urban,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000289,Singida,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000290,Songea Rural,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000291,Songea Urban,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000292,Sumbawanga Rural,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000293,Sumbawanga Urban,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000294,Tabora Urban,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000295,Tandahimba,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000296,Tanga,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000297,Tarime,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000298,Temeke,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000299,Tunduma,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000300,Tunduru,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000301,Ukerewe,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000302,Ulanga,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000303,Urambo,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000304,Uvinza,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000305,Uyui,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000306,Wanging'ombe,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000307,Wete,Primary,District,"2",District border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000109,Arusha,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000110,Mwanza,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000111,Njombe,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000112,Pwani,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000113,Rukwa,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000108,Tanzania,Primary,National,"0",National border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000114,Mjini Magharibi,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000115,Morogoro,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000116,Mtwara,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000117,Lindi,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000118,Manyara,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000119,Mara,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000120,Mbeya,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000121,Kigoma,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000122,Kilimanjaro,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000123,Kusini Pemba,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000124,Kusini Unguja,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000125,Kagera,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000126,Kaskazini Pemba,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000127,Kaskazini Unguja,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000128,Katavi,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000129,Dar-es-salaam,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000130,Dodoma,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000131,Geita,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000132,Iringa,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000133,Tabora,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000134,Tanga,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000135,Ruvuma,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000136,Shinyanga,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000137,Simiyu,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000138,Singida,Primary,Region,"1",Regional border of the state of Tanzania,,,Tanzania
ADMN_RHVM_000045,Beitbridge,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000047,Bikita,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000048,Bindura,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000049,Binga,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000050,Bubi,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000051,Buhera,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000052,Bulawayo,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000053,Bulilima,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000054,Centenary,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000055,Chegutu,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000056,Chikomba,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000057,Chimanimani,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000058,Chipinge,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000059,Chiredzi,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000060,Chirumhanzu,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000061,Chitungwiza,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000062,Chivi,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000063,Gokwe North,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000064,Gokwe South,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000065,Goromonzi,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000066,Guruve,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000067,Gutu,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000068,Gwanda,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000069,Gweru,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000070,Harare,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000071,Hurungwe,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000072,Hwange,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000073,Hwedza,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000074,Insiza,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000075,Kadoma,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000076,Kariba,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000077,Kwekwe,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000078,Lupane,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000079,Makonde,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000080,Makoni,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000081,Mangwe,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000082,Marondera,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000083,Masvingo,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000084,Matobo,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000085,Mazowe,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000086,Mberengwa,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000087,Mbire,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000036,Bulawayo,Primary,Province,"1",Provincial border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000037,Harare,Primary,Province,"1",Provincial border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000038,Manicaland,Primary,Province,"1",Provincial border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000039,Mashonaland Central,Primary,Province,"1",Provincial border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000040,Mashonaland East,Primary,Province,"1",Provincial border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000041,Mashonaland West,Primary,Province,"1",Provincial border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000042,Masvingo,Primary,Province,"1",Provincial border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000043,Matabeleland North,Primary,Province,"1",Provincial border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000044,Matabeleland South,Primary,Province,"1",Provincial border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000046,Midlands,Primary,Province,"1",Provincial border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000035,Zimbabwe,Primary,National,"0",National border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000088,Mount Darwin,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000089,Mudzi,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000090,Murehwa,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000091,Mutare,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000092,Mutasa,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000093,Mutoko,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000094,Mwenezi,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000095,Nkayi,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000096,Nyanga,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000097,Rushinga,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000098,Seke,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000099,Shamva,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000100,Shurugwi,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000101,Tsholotsho,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000102,Umguza,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000103,Umzingwane,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000104,Uzumba-Maramba-Pfungwe,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000105,Zaka,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000106,Zvimba,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
ADMN_RHVM_000107,Zvishavane,Primary,District,"2",District border of the state of Zimbabwe,,,Zimbabwe
